0.001	0.907131	0.57859	1.48572
1	0.91	0.575723	1.48572
2	0.912997	0.572724	1.48572
3	0.908276	0.577445	1.48572
4	0.917174	0.568548	1.48572
5	0.906958	0.578765	1.48572
6	0.922808	0.562914	1.48572
7	0.918363	0.567358	1.48572
8	0.930684	0.555038	1.48572
9	0.905498	0.580223	1.48572
10	0.900573	0.585149	1.48572
11	0.930199	0.555523	1.48572
12	0.928612	0.557111	1.48572
13	0.917333	0.568389	1.48572
14	0.919767	0.565955	1.48572
15	0.929989	0.55573	1.48572
16	0.892322	0.593401	1.48572
17	0.902406	0.583317	1.48572
18	0.904293	0.581429	1.48572
19	0.874987	0.610736	1.48572
20	0.92923	0.556489	1.48572
21	0.929477	0.556245	1.48572
22	0.913324	0.572399	1.48572
23	0.921264	0.56446	1.48572
24	0.914784	0.570939	1.48572
25	0.92912	0.556599	1.48572
26	0.874366	0.611357	1.48572
27	0.924409	0.561313	1.48572
28	0.912238	0.573483	1.48572
29	0.932793	0.55293	1.48572
30	0.905794	0.579927	1.48572
