0.001	0.899515	-1.69043	-0.790916
1	0.92144	-1.71236	-0.790917
2	0.943437	-1.73436	-0.790923
3	0.91896	-1.70987	-0.790914
4	0.953615	-1.74454	-0.790921
5	0.890227	-1.68114	-0.790917
6	0.906906	-1.69782	-0.790917
7	0.913702	-1.70462	-0.790916
8	0.919398	-1.71031	-0.790915
9	0.915237	-1.70616	-0.790918
10	0.908683	-1.6996	-0.790921
11	0.937502	-1.72842	-0.790922
12	0.88024	-1.67116	-0.79092
13	0.941451	-1.73237	-0.79092
14	0.90532	-1.69624	-0.79092
15	0.911326	-1.70225	-0.790921
16	0.944933	-1.73585	-0.790919
17	0.922701	-1.71362	-0.79092
18	0.952207	-1.74313	-0.790922
19	0.915936	-1.70685	-0.790919
20	0.91434	-1.70526	-0.790921
21	0.9387	-1.72962	-0.79092
22	0.923209	-1.71413	-0.79092
23	0.934741	-1.72566	-0.790922
24	0.920882	-1.7118	-0.790921
25	0.914584	-1.7055	-0.79092
26	0.887685	-1.6786	-0.790919
27	0.9517	-1.74262	-0.79092
28	0.897058	-1.68797	-0.790917
29	0.913895	-1.70482	-0.79092
30	0.934904	-1.72582	-0.79092
